Req,PO Number,Order Date,Status,Transmission Status,Unanswered Comments,Items,Total,Currency
2105,8300002612,11/19/19,Issued,Sent via Email,false,"2 Each of Technical Architect for TCC to FTPS implementation,3 Each of Technical Consultant for TCC to FTPS implementation",6950,EUR
3692,8300002611,11/19/19,Issued,Sent via Email,false,"1 Each of Re-billable Travel and Expenses,1 Each of Re-billable Travel and Expenses,1 Each of Re-billable Travel and Expenses,1 Each of Re-billable Travel and Expenses,1 Each of Re-billable Travel and Expenses",1139.42,EUR
5331,8300002610,11/19/19,Issued,Sent via cxml,false,"1 Each of (ST)Surligneur Stabilo Boss Original - turquoise,4 Each of (ST)Surligneur Stabilo Boss Original - lilas,4 Each of (ST)Surligneur Stabilo Boss Original - bleu,13 Each of (ST)Stylo bille Bic 4 couleurs Original - pointe moyenne,16 Each of (ST)Stylo bille Bic Cristal Original - pointe moyenne - bleu,3 Each of (ST)Pince agrafeuse Lyreco 24-26/6 - capacité 25 feuilles - grise,1 Each of (ST)Pince agrafeuse Leitz 5548 - capacité 30 feuilles - bleue,3 Each of (ST)Taille-crayon aluminium - 2 trous,2 Box of (BOX)Cahier spirale Clairefontaine Linicolor A5 - 180 pages - quadrillé,2 Box of (BOX)Papier recyclé blanc A4 Steinbeis ClassicWhite - 80 g - ramette 500 feuilles,3 Each of (ST)Notes Post-it Super Sticky - 76 x 76 mm - Miami - 6 blocs x 90 feuilles",135.3,EUR
4799,8300002609,11/19/19,Issued,Sent via cxml,false,"9 Package of Pile AAA Duracell Alcaline Industrielle Duracel 1.5V,1 Package of Pile bouton CR2430 RS PRO, 3V, 24.5mm,1 Package of Pile bouton CR1620 RS PRO, 3V, 16mm,3 Each of Batterie au plomb Yuasa 12V 7Ah",106.77,EUR
4506,8300002608,11/19/19,Issued,Sent via Email,false,"1 Month of DCX-Web&ProductExp-SecurePowerE2EQA-July,1 Month of DCX-Web&ProductExp-SecurePowerE2EQA-August,1 Month of DCX-Web&ProductExp-SecurePowerE2EQA-August",15684,EUR
4496,8000002607,11/18/19,Issued,Sent via cxml,false,"60 Each of Cadenas a cle, Corps materiau: Laiton, Type de serrure: Varie, Coloris: Or, Longueur: 40 mm, Nb de cles: 2",180,EUR
5419,8000002606,11/18/19,Issued,Sent via Email,false,"2 Each of LUNETTE SUPER ALIZE POLY INC,1 Each of PANTALON MULTIRISQUES - SCHNEIDER, 46,1 Each of CASQUE ANTIBRUIT THUNDER T1F 1011600",77.22,EUR
5085,8000002605,11/18/19,Issued,Sent via Email,false,1 Each of REGULARISATION DE LA REPARATION DU CHARIOT LE4,207.87,EUR
5103,8000002604,11/18/19,Issued,Sent via Email,false,9 Each of Mobilier de bureau,5912.1,EUR
5090,8000002603,11/18/19,Issued,Sent via Email,false,"5 Each of NOUVELLE VAGUE,5 Each of KE,2 Each of WI-MAX,4 Each of CASIERS 4 CASES",4885.88,EUR
4789,8000002602,11/18/19,Issued,Sent via cxml,false,"100 Each of Connecteur à raccord filaire, RS PRO, Jaune, Isolé, 10AWG placage Etain, 6mm² 12AWG 4mm² 12 → 10 AWG, type,100 Each of Connecteur à raccord filaire, RS PRO, Bleu, Isolé, 14AWG placage Etain, 2.5mm² 16AWG 1.5mm² 16 → 14 AWG, type,100 Each of Connecteur à raccord filaire, RS PRO, Rouge, Isolé, 16AWG placage Etain, 1.5mm² 22AWG 0.5mm² 22 → 16 AWG, type,100 Each of Cosses à œillet, RS PRO, 3.7mm 1.5mm² Isolé M3.5, Rouge Etain,100 Each of Cosse à fourche à sertir RS PRO Isolé, Rouge 16AWG 1.5mm² 22AWG 0.5mm²,1 Each of Tube fluorescent circulaire, 22 W, Dia. 216mm, 4000K, Teinte Blanc froid",43.13,EUR
4941,8000002601,11/18/19,Issued,Sent via Email,false,"1 Each of Lenovo ThinkPad Thunderbolt 3 Dock Gen2,1 Each of Adaptateur video HDMI / VGA, connecteurs",219.66,EUR
5285,8000002600,11/18/19,Issued,Sent via cxml,false,"1 Reel of Gaine thermorétractable RS PRO, Dia. 9mm Noir rétreint 3:1 5m,1 Reel of Gaine thermorétractable RS PRO, Dia. 12mm Noir rétreint 3:1 4m",6.46,EUR
4778,8000002599,11/18/19,Issued,Sent via cxml,false,1 Each of LOUPE D.30 GROSSISSEMENT 10X LAMPE LED,23.34,EUR
5362,8300002598,11/18/19,Issued,Sent via Email,false,"8 Each of (Grenoble) - Pause cafe ou the sans viennoiserie ,8 Each of (Grenoble) - Mini croissant,8 Each of (Grenoble) - Mini pain aux raisins,8 Each of (Grenoble) - Pause cafe ou the sans viennoiserie ,8 Each of (Grenoble) - Mini pain au chocolat,8 Each of (Grenoble) - Mini chausson aux pommes",48.16,EUR
5321,8000002597,11/18/19,Issued,Sent via Email,false,"1 Each of JABRA SPEAK 510 MS,1 Each of iPhone Lightning Dock",137.05,EUR
4795,8000002596,11/18/19,Issued,Sent via Email,false,"20 Each of alumine al23 25x45 sans chanfrein,1 Each of transport",1445,EUR
4898,8000002595,11/18/19,Issued,Sent via Email,false,2 Each of Sony RM-PJ8 - Telecommande - pour VPL-DW,111.32,EUR
3804,8000002594,11/18/19,Issued,Sent via Email,false,"1 Each of 10.2IN IPAD WIFI 32GB GREY A12 SYSTIPAD,1 Each of Samsung Galaxy Tab A (2019) - Tablette -",539.87,EUR
4587,8000002593,11/18/19,Issued,Sent via cxml,false,"1 Each of (ST)Etiquette ultra-résistante Avery - L7060-20 - 63,5 x 38,1 mm - blanche - par 420,10 Each of (ST)Marqueur Edding 663 - effaçable à sec - pointe biseautée 1 à 5 mm - par 4,1 Box of (BOX)Marqueur permanent Bic 2000 - pointe ogive moyenne - noir,1 Each of (ST)Cadre d'affichage Durable Duraframe - A4 - magnétique - rouge - paquet de 5,10 Each of (ST)Cadre d'affichage Durable Duraframe - A4 - adhésif - noir - paquet de 2,1 Each of (ST)Etiquette américaine Apli Agipa - 57 x 120 mm - boîte de 1000,1 Each of (ST)Ruban adhésif d'emballage Tesa 57167 - 50 mm x 100 m - havane - lot de 6",273.36,EUR
4746,8000002592,11/18/19,Issued,Sent via Email,false,1 Each of COMMANDE DIRECTE DPX IS,1019,EUR
4791,8000002591,11/18/19,Issued,Sent via Email,false,1 Each of Certification UL,3450,EUR
4870,8000002590,11/18/19,Issued,Sent via cxml,false,"1 Each of en Polycarbonate Petzl pour Strato Helmet, VERTEX Helmet,1 Each of en Polycarbonate Petzl pour Boucliers VIZIR, boucliers VIZIR SHADOW",79.8,EUR
5223,8000002589,11/18/19,Issued,Sent via Email,false,"10 Pair of PR GANTS SHOCKPROTEC/D, 8",132,EUR
5301,8000002588,11/18/19,Issued,Sent via cxml,false,"15 Each of (ST)Classeur Leitz Softclick A4+ - personnalisable - dos 3,8 cm - blanc",153.9,EUR
4942,8000002587,11/18/19,Issued,Sent via cxml,false,"2 Each of Boite a cle securisee, Materiau: Acier, Hauteur hors tout: 118 mm, Largeur hors tout: 83 mm",40.42,EUR
4852,8000002586,11/18/19,Issued,Sent via Email,false,1 Each of Bouchons moulés selon devis n° 210027 du 14/11/2019,96.7,EUR
5235,8000002585,11/18/19,Issued,Sent via Email,false,"1 Each of Kensington Slim MicroSaver - Ca¢,1 Each of X/CLE DT G4 32GB USB3 KINGSTON,1 Each of Portable SSD T5 MU-PA500 Disque SSD ex",124.49,EUR
4631,8000002584,11/18/19,Issued,Sent via cxml,false,"3 Each of Armoire a rideaux Premium unie, Charge maxi par tablette: 60 kg, Hauteur hors tout: 198 cm,2 Each of Chariot 6 poteaux 6 socles 25 m chaine rouge-blanc",3398.01,EUR
4735,8000002583,11/18/19,Issued,Sent via cxml,false,"1 Each of (ST)Stylo bille Bic M10 - rétractable - pointe moyenne - bleu,3 Each of (ST)Notes repositionnables Lyreco - 76 x 76 mm - assortis - 6 blocs x 100 feuilles,1 Each of (ST)Notes Post-it Super Sticky - 76 x 76 mm - assortis - 24 blocs x 90 feuilles,1 Each of (ST)Calculatrice de bureau Lyreco Office Desk - 10 chiffres - grise,3 Each of (ST)Cartouche d'encre HP 901 - CC653AE -noire,3 Each of (ST)Cartouche d'encre HP 901 - CC656AE - 3 couleurs",167.31,EUR
4141,8000002582,11/18/19,Issued,Sent via Email,false,"1 Each of Sophrologue ,1 Each of FRAIS MARKUP,1 Each of Frais d'avance de trésorerie",1204.93,EUR
5335,8000002581,11/18/19,Issued,Sent via Email,false,"1 Each of Tempered Glass Screen Protector Strength,1 Each of Coque de protection pour telephone porta,1 Each of FRAIS DE PORT",52.15,EUR
4270,8300002580,11/18/19,Issued,Sent via Email,false,"1 Each of CORDON BLANC CAT.6 SFTP 250Mhz 10m,2 Each of StarTech.com Hub USB 3.0 - 4 ports - USB",78.09,EUR
4483,8300002579,11/18/19,Issued,Sent via cxml,false,"20 Each of (ST)Bloc-notes Rhodia - A4+ - spirales - 160 pages - blanc quadrillé,20 Each of (ST)Stylo bille Bic Cristal Original - pointe moyenne - bleu",55.2,EUR
4621,8000002578,11/18/19,Issued,Sent via cxml,false,"1 Each of (ST)Aimant Lyreco - rond - Ø 27 mm - coloris assortis - lot de 6,3 Box of (BOX)Papier recyclé blanc A4 Steinbeis ClassicWhite - 80 g - ramette 500 feuilles,3 Box of (BOX)Papier recyclé blanc A4  Steinbeis Evolution White - 80 g - ramette 500 feuilles",75.94,EUR
5151,8000002577,11/18/19,Issued,Sent via Email,false,"2 Each of Epson T0895 Multipack - Pack de 4 - noir,2 Each of 302XL Cartouche jet dencre, couleur n",101.32,EUR
4710,8000002576,11/18/19,Issued,Sent via Email,false,"1 Each of Samsung QB75N-W - Classe 75 QBN Series,4 Each of QB65R Moniteur affichage dynamique, LC,1 Each of StarTech.com Support mural inclinable po,5 Each of Wireless Keyboard 850 Clavier sans fil,1 Each of MW-3000 souris sans fil 2.4 GHz, infra",9075.02,EUR
4696,8000002575,11/18/19,Issued,Sent via Email,false,2 Each of pince Wago,120,EUR
5176,8000002574,11/18/19,Issued,Sent via Email,false,2 Each of Fournitures Industrielles,129.84,EUR
5251,8000002573,11/18/19,Issued,Sent via Email,false,"3 Each of (Paris – Le Hive) EAU DE SOURCE 150 CL LIVREE EN ETAGES,3 Each of (Paris – Le Hive) EAU GAZEUSE 100 CL LIVREE EN ETAGES,11 Each of (Paris – Le Hive) PLATEAU REPAS ""MAISON PRADIER"" SAINT-MICHEL MP3",311.89,EUR
5093,8000002572,11/18/19,Issued,Sent via cxml,false,"20 Each of Fil de cuivre 0,2 mm² RS PRO 24 AWG Mono conducteur diamètre 0.56mm, longueur 91.3m",54.8,EUR
5271,8000002571,11/18/19,Issued,Sent via cxml,false,"1 Each of Pince multimètre, 300A c.c., 300A c.a., ICMA1, TRMS,1 Set of Jeu de tarauds et filières 42 pièces HSS,2 Reel of Ruban mousse EPDM, 20mm x 10m, ép. 3mm Noir,2 Reel of Ruban mousse EPDM, 15mm x 10m, ép. 3mm Noir,2 Reel of Ruban mousse EPDM, 15mm x 10m, ép. 5mm Noir",223.22,EUR
5289,8000002570,11/18/19,Issued,Sent via cxml,false,"1 Each of Etau parallèle «Heuer-Front» avec étrier de serrage  100 mm,1 Each of Jeu de limes à main diamantées, 5 pièces, 215 mm Grain D 126,1 Each of Pierre à affûter pour le carbure et la fonte, carbure de silicium(SiC) grossier / fin 200X50 mm,1 Each of Jeu de fraises limes rotatives 10 pièces, Z7 − moyenne, denture croisée,1 Each of Jeu de limes aiguilles diamantées, 5 pièces, 140 mm  D126 μm,1 Each of Jeu de clés mâles coudées 6 pans, Hex-Plus chromée 7",395.98,EUR
5086,8000002569,11/18/19,Issued,Sent via cxml,false,"1 Each of Radiateur electrique a inertie seche 1500W, Pour surface: 15 m², Puissance de chauffage maxi: 1500 W,1 Each of Tuyau extensible Yoyo 18 metres",229.08,EUR
5024,8000002568,11/18/19,Issued,Sent via Email,false,"4 Each of Order  AAV66030 and NVE59750,3 Each of Order AAV66030 and NVE59750",202.08,USD
5227,8300002567,11/18/19,Issued,Sent via Email,false,"3 Each of (Paris – Le Hive) EAU DE SOURCE 150 CL LIVREE EN ETAGES,3 Each of (Paris – Le Hive) EAU GAZEUSE 100 CL LIVREE EN ETAGES,10 Each of (Paris – Le Hive)THERMOS CAFE OU THE,6 Each of (Paris – Le Hive) PLATEAU REPAS ""ITALISSIMA"" LOMBARDIA IT1,6 Each of (Paris – Le Hive) PLATEAU REPAS ""ITALISSIMA"" TOSCANA IT2,15 Each of (Paris – Le Hive) SODA 33 CL LIVRE EN ETAGES",416.29,EUR
4186,8300002566,11/18/19,Issued,Sent via Email,false,"6 Each of (Paris – Le Hive) EAU DE SOURCE 150 CL LIVREE EN ETAGES,6 Each of (Paris – Le Hive) EAU GAZEUSE 100 CL LIVREE EN ETAGES,30 Each of (Paris – Le Hive) PAUSE TOUTE SIMPLE,8 Each of (Paris – Le Hive) PLATEAU REPAS ""MAISON PRADIER"" ASSEMBLEE NATIONALE MP6,4 Each of (Paris – Le Hive) PLATEAU REPAS ""MAISON PRADIER"" FRANKLIN ROOSEVELT MP1,8 Each of (Paris – Le Hive) PLATEAU REPAS ""MAISON PRADIER"" SAINT-HONORE MP4,15 Each of (Paris – Le Hive) SODA 33 CL LIVRE EN ETAGES",653.18,EUR
4627,8000002565,11/18/19,Issued,Sent via cxml,false,"4 Each of Roulette pivotante 125mm, 250kg,4 Each of Roulette pivotante 125mm, 250kg,1 Each of Marqueur peinture Jaune, pointe de 2 → 4mm,1 Each of Marqueur peinture Rouge, pointe de 2 → 4mm,1 Each of Marqueur peinture Bleu, pointe de 2 → 4mm",98.25,EUR
5097,8000002564,11/18/19,Issued,Sent via cxml,false,"10 Each of Fiche banane HCK Rouge Femelle 32A 1kV,10 Each of Fiche banane HCK Noir Femelle 32A 1kV,5 Each of Fiche banane HCK Vert Femelle 32A 1kV",70.85,EUR
4979,8000002563,11/18/19,Issued,Sent via cxml,false,"10 Pair of Gants BM Polyco taille 9 en Cuir Jaune foncé, Manutention générale",109,EUR
4526,8000002562,11/18/19,Cancelled,Sent via Email,false,1 Carton of plateau pour poste de travail,478,EUR
4055,8300002561,11/18/19,Issued,Sent via Email,false,"1 Lump Sum of 037 – mySE API performance improvement - ORDER,1 Lump Sum of 037 – mySE API performance improvement - API SQE,1 Lump Sum of 037 – mySE API performance improvement - API PROD,1 Lump Sum of 037 – mySE API performance improvement - VPC SQE,1 Lump Sum of 037 – mySE API performance improvement - VPC PROD",130345,EUR
5108,8300002560,11/18/19,Issued,Sent via Email,false,"1 Lump Sum of 038 - mySE tech. enhancements  innovation - ORDER,1 Lump Sum of 038 - mySE tech. enhancements  innovation - NOV,1 Lump Sum of 038 - mySE tech. enhancements  innovation - DEC - Part 1,1 Lump Sum of 038 - mySE tech. enhancements  innovation - DEC - Part 2",123200,EUR
4594,8000002559,11/18/19,Issued,Sent via Email,false,1 Each of Lot de 100 cartes de visite,9.3,EUR
4310,8000002558,11/18/19,Issued,Sent via Email,false,20 Each of 4 in 1 Charging Cable,65.6,EUR
4098,8300002557,11/18/19,Soft Closed,Sent via Email,false,"38 Day of THBS - ATG Architect Nov 2019,15 Day of THBS - ATG Architect Dec 2019",45050,EUR
4139,8300002556,11/18/19,Issued,Sent via Email,false,"15 Day of SOW-CAP-2019-01097-MEA- KSR000007794609- Country of Origin Based Sales & Inventory,10 Day of SOW-CAP-2019-01097-MEA- KSR000007794609- Country of Origin Based Sales & Inventory,154 Day of SOW-CAP-2019-01097-MEA- KSR000007794609- Country of Origin Based Sales & Inventory,20 Day of SOW-CAP-2019-01097-MEA- KSR000007794609- Country of Origin Based Sales & Inventory",49866.3,EUR
4639,8300002555,11/18/19,Issued,Sent via Email,false,"25 Each of (Grenoble) - Cafe,75 Each of (Grenoble) - Macaron",69.5,EUR
4894,8000002554,11/18/19,Issued,Sent via cxml,false,1 Set of Jeu de 5 chasse-goupilles Facom,31.71,EUR
4913,8000002553,11/18/19,Issued,Sent via cxml,false,"1 Each of Rallonge électrique 10m, 2 prises Type F - Schuko allemand, 250 V c.a.,1 Each of Enrouleur 10m, 4 prises FR 2P+T, 230 V c.a. 10A,1 Each of Rallonge électrique 3m, 1 prise FR 2P+T, 230 V c.a.,2 Package of Raccord droit, 6 mm enfichable, série 3 166,2 Package of Raccord droit, 4 mm enfichable, série 3 166",71.63,EUR
4448,8000002552,11/18/19,Issued,Sent via Email,false,23 Each of BLOUSONS OREGON SERIGRAPHIE,2367.39,EUR
4946,8000002551,11/18/19,Issued,Sent via Email,false,1 Each of W41672513 Capot Helios GC,1350,EUR
4868,8000002550,11/18/19,Issued,Sent via Email,false,1 Each of W41672512/0211 Reparation bavure par soudure + Echantillons,1270,EUR
4816,8000002549,11/18/19,Issued,Sent via cxml,false,"1 Bag of Tuyau à air Festo, 50m Bleu, en Polyuréthane, Diam.ext 4mm,1 Reel of Tuyau à air Festo, 50m Bleu, en Polyuréthane, Diam.ext 6mm",65.85,EUR
4600,8000002548,11/18/19,Issued,Sent via Email,false,1 Each of DEVIS N°D1911-69785,89.74,EUR
5039,8000002547,11/18/19,Issued,Sent via cxml,false,"1 Each of Boîte de dérivation en Thermoplastique 125 x 167 x 82mm 10 voies, IP66/67",58.54,EUR
5029,8000002546,11/18/19,Issued,Sent via Email,false,"2 Each of 16GB DDR4 2400 MT/S PC4-19200  MEM CL17,1 Each of Logitech MX Vertical - Souris - ergonomi",210.32,EUR
4552,8000002545,11/16/19,Issued,Sent via Email,false,"14 Each of (Grenoble) - Pause cafe ou the avec viennoiseries,45 Each of (Grenoble) - Pause Gouter 3,34 Each of (Grenoble) - Chouquettes (3 pieces)",212.1,EUR
4818,8000002544,11/15/19,Issued,Sent via Email,false,"4 Each of SWEAT NOIR SC163C SCHNEIDER, XL",32.8,EUR
4660,8000002543,11/15/19,Issued,Sent via cxml,false,"3 Each of Bac a bec Kangourou, Compartimentable: non, Capacite: 3.5 L, Materiau: Plastique, Hauteur hors tout: 125 mm,3 Each of Bac a bec assemblable, Compartimentable: non, Capacite: 3.5 L, Hauteur hors tout: 125 mm",13.17,EUR
4606,8000002542,11/15/19,Issued,Sent via cxml,false,"3 Each of (ST)Pochette perforée Lyreco A4 - PP cristal 8/100e - par 100,1 Each of (ST)Station de chargement sans fil CEP Qi Auvertek - pour smartphone - noir/argent",56.64,EUR
4880,8000002541,11/15/19,Issued,Sent via Email,false,1 Each of Etude et réalisation d'un support caméra,600,EUR
1739,8300002540,11/15/19,Issued,Sent via Email,false,"1 Month of Testing Domain Change July 2019 (Q3),1 Month of Testing Domain Change August 2019 (Q3),1 Month of Testing Domain Change September 2019 (Q3)",8184,EUR
4083,8000002539,11/15/19,Issued,Sent via Email,false,1 Each of OUTIL SPECIAL ANNEAUX DE LEVAGE,400,EUR
4568,8000002538,11/15/19,Issued,Sent via Email,false,"4 Each of iiyama ProLite E2783QSU-B1 - ecran LED -,3 Each of Logitech MK540 Advanced - Ensemble clavi,1 Each of Apple - Cable Lightning - USB (M) pour L,1 Each of Cable lightning vers USB cable 2 metres,2 Each of MCL Samar CG-287C2 - Convertisseur video",985.17,EUR
4924,8000002537,11/15/19,Issued,Sent via Email,false,"1 Each of Suite aux déplacements des bureaux d'atelier , complément de travaux spinklage",3007.35,EUR
4848,8000002536,11/15/19,Issued,Sent via Email,false,1 Each of Relooking Cuisine,1000,EUR
4307,8000002535,11/15/19,Issued,Sent via Email,false,"2 Each of SANGLE ARRIMAGE HOBBYSET 25-15,2 Each of CASQUETTE GRISE HC23 SCHNEIDER,1 Each of FRONTALE VISION 3xAAA TRAY HDA32 270228",50.8,EUR
5010,8000002534,11/15/19,Issued,Sent via cxml,false,"1 Each of Embouts a fourche metriques - attachement 14 x 18 mm _ 11.16,1 Each of Adaptateur 3/8'' vers 1/2'',1 Each of Adaptateur 1/2'' vers 3/8'',1 Each of Adaptateur 1/4'' vers 3/8'',1 Each of Adaptateur 3/8'' vers 1/4''",64.36,EUR
5057,8000002533,11/15/19,Issued,Sent via Email,false,25 Each of TROUSSE DE SECOURS 4 pers X841009,302.5,EUR
4841,8000002532,11/15/19,Issued,Sent via Email,false,"1 Each of Smart Backpack,4 Each of AOC Mini Umbrella,15 Each of Tote bags (pks of 10),6 Each of Tech Bag,5 Each of Premium Flashdrive 32GB,10 Each of Ball pen (pks of 10)",403.43,EUR
5073,8000002531,11/15/19,Issued,Sent via Email,false,"2 Each of Bande Scratch double 50mm x 1mètre, dos adhésif fort - Lot de 5",103.96,EUR
5031,8000002530,11/15/19,Issued,Sent via cxml,false,"10 Each of Omron G5V Relais sans accrochage 2 RT, bobine 5V c.c. Montage sur CI",33,EUR
4584,8000002529,11/15/19,Issued,Sent via Email,false,1 Each of OUTIL DE CALIBREUR,65,EUR
4757,8000002528,11/15/19,Issued,Sent via Email,false,"1 Each of SWEAT NOIR SC163C SCHNEIDER, S,1 Each of SWEAT NOIR SC163C SCHNEIDER, S",16.4,EUR
4753,8000002527,11/15/19,Issued,Sent via Email,false,"4 Each of ACCOUPLEMENT FK-M10X1,25 FESTO Ensembles de vérins,1 Each of VERIN ADVU-40-30-A-P-A FESTO Vérins compacts - Vérins course réduite",143.03,EUR
4657,8000002526,11/15/19,Issued,Sent via Email,false,1 Each of Vérification et étalonnage sur site d'un appareil fischer,415,EUR
4450,8000002525,11/15/19,Issued,Sent via cxml,false,"1 Each of COFFRET REGISTRE DE SECURITE,1 Each of Registre de securite, Format: 210 x 297 mm (A4), Nb de pages: 80",70.95,EUR
5049,8000002524,11/15/19,Issued,Sent via cxml,false,"10 Each of (ST)Gel hydro-alcoolique Lyreco - flacon pompe de 500 ml,1 Each of (ST)Eponge grattante Scotch-Brite - paquet de 10,2 Each of (ST)Pack 10 piles alcaline AA/LR06 1.5 V,2 Each of (ST)Pack 10 piles alcaline AAA/lr03 1.5V",59.26,EUR
4012,8000002523,11/15/19,Issued,Sent via cxml,false,"1 Each of Barriere de securite a platine O 60 mm L 1m - Jaune,1 Each of Miroir de securite 1/2 sphere, Reflecteur materiau: Acrylique 2.0, Forme: 1/2 de sphere",220.8,EUR
4722,8000002522,11/15/19,Issued,Sent via cxml,false,"1 Bag of Gaine de câble Tressée 16mm RS PRO, Naturel en Fibre de verre, 5m,1 Each of Gaine thermorétractable HellermannTyton, Dia. 18mm Noir rétreint 3:1 4m",38.44,EUR
5058,8000002521,11/15/19,Issued,Sent via cxml,false,"6 Each of Accessoire pour imprimante d'étiquettes pour câbles Brady M21-750-499, à utiliser avec Imprimantes d'étiquettes BMP21,",127.62,EUR
4729,8000002520,11/15/19,Issued,Sent via Email,false,"1 Each of ITM03 - Module i-Tech Type 3,1 Each of 99426F - FRAIS DE TRANSPORT",401.01,EUR
4973,8000002519,11/15/19,Issued,Sent via cxml,false,"1 Each of Micro-vérin pneumatique SMC, CJPB10-15H6 Simple Action",16.94,EUR
4904,8000002518,11/15/19,Issued,Sent via Email,false,"4 Each of roulement yet 204,1 Each of transport",70.62,EUR
4956,8000002517,11/15/19,Issued,Sent via cxml,false,"1 Each of Jeu de clés mâles coudées 6 pans avec tête sphérique et tige courte, chromée 9",23.87,EUR
4423,8000002516,11/15/19,Issued,Sent via cxml,false,3 Each of Lampe de travail sans fil à LED  UNIFORM,109.26,EUR
4826,8000002515,11/15/19,Issued,Sent via cxml,false,"4 Each of Adhésif d'étanchéité Loctite, Méthacrylate Jaune, Bouteille 50 ml, -55 → +150 °C Loctite 577",70.56,EUR
4223,8000002514,11/15/19,Issued,Sent via cxml,false,"1 Each of Souris Sans fil Laser, 5 boutons, MW 3000",37.98,EUR
4825,8000002513,11/15/19,Issued,Sent via cxml,false,"2 Each of (ST)Café en grains Miko Diamant Noir - paquet de 1 kg,3 Each of (ST)Marque-pages Post-it - imprimé ""Signez ici"" - jaune - distributeur x 50 feuilles,3 Each of (ST)Marqueur Bic Velleda Pocket Fashion effaçable à sec pointe ogive moyenne - par 4,4 Each of (ST)Colle Uhu stic - bâton super de 40 g,1 Each of (ST)Pochette kraft pour courrier interne 260 x 330 - 120 g - par 250",111,EUR
4983,8000002512,11/15/19,Issued,Sent via cxml,false,"5 Each of (ST)Marqueur permanent Edding 400 - pointe ogive fine - noir,1 Box of (BOX)Marqueur permanent Bic Marking Pocket - pointe ogive - noir,1 Each of (ST)Adaptateur secteur Dymo pour titreuses Dymo - 9 V,1 Box of (BOX)Doigtier caoutchouc - modèle femme n°00,4 Each of (ST)Ruban adhésif d'emballage Tesa 4024 - 50 mm x 66 m - havane - lot de 6,1 Each of (ST)Etiqueteuse Dymo Label Manager 210D,1 Box of (BOX)Marqueur permanent Lyreco - pointe ogive moyenne - noir",184.74,EUR
3673,8300002511,11/15/19,Issued,Sent via Email,false,"11 Day of PO Q4 DSS - CS Altran Consultant AG - TA_CTR_005826_01_03,11 Day of PO Q4 DSS - CS Altran Consultant AG - TA_CTR_005826_01_03,10 Day of PO Q4 DSS - CS Altran Consultant AG - TA_CTR_005826_01_03",19520,EUR
4909,8300002510,11/15/19,Issued,Sent via Email,false,"50 Day of CO02-2019-SOW-CAP-2019-00944-IBE-KSR000006267025-Eproc,60 Day of CO02-2019-SOW-CAP-2019-00944-IBE-KSR000006267025-Eproc",29700,EUR
4960,8000002509,11/15/19,Issued,Sent via Email,false,2 Each of Lenovo USB-C 65W AC Adapter - Adaptateur,69.4,EUR
4241,8000002508,11/15/19,Issued,Sent via Email,false,"1 Each of Lenovo ThinkPad Pro Docking Station - St,1 Each of X TARGUS SAC A DOS NOTEBOOK PACKPACK,1 Each of Disque dur Seagate Backup Plus Ultra Sli",293.97,EUR
4962,8000002507,11/15/19,Issued,Sent via cxml,false,"2 Each of KEY GARAGE A FIXER COFFRE A CODE,3 Each of CADENAS A COMBINAISON LAITON 155/40MM",140.62,EUR
4534,8000002506,11/15/19,Issued,Sent via Email,false,1 Each of Réparation d'une visseuse SLBN012-L1000S4Q,462.02,EUR
4528,8000002505,11/15/19,Issued,Sent via cxml,false,"1 Each of (ST)Bloc éphéméride Exacompta Bloc-Pratic - 2020 - date à droite,5 Each of (ST)Cahier spirale Conquérant Sept A4 - 100 pages - quadrillé,1 Each of (ST)Support bloc éphéméride - bois verni - 2 anneaux métal,1 Each of (ST)Bloc éphéméride illustré Yvon - 2020 - date à droite,5 Each of (ST)Calendrier Lyreco - grande lune - 7 mois/face - 21 x 26,5 cm - bleu,5 Each of (ST)Calendrier Lyreco - grand modèle - 7 mois/face - 40,5 x 55 cm - bleu,3 Each of (ST)Surligneur Stabilo Navigator - bleu,1 Each of (ST)Stylo encre gel Pilot G-2 - rétractable - pointe moyenne - bleu - par 20,1 Each of (ST)Stylo encre gel Pilot G-2 - rétractable - pointe moyenne - noir - par 20,4 Each of (ST)Marqueur permanent Uni-ball Prockey PM-126 - pointe biseautée 2 à 6 mm - noir,4 Each of (ST)Pile alcaline Energizer Max 3LR12",143.64,EUR
4573,8000002504,11/15/19,Issued,Sent via Email,false,"1 Each of FU-53TZ fibre optique,1 Each of FU-54TZ capteur barrage,2 Each of FS-N41C amplificateur pour capteur barrage,1 Each of frais de port",640,EUR
4922,8300002503,11/15/19,Issued,Sent via Email,false,"79 Each of Rework PCBA IAQ_V4,16 Each of Rework imager AOS_V3 Lot R1,27 Each of Rework imager AOS_v3 Lot R2,15 Each of Rework imager AOS_V3 lot R3",5888,EUR
3748,8300002502,11/15/19,Issued,Sent via Email,false,"10 Day of Software Test Engineer / PAP's Contract TA_CTR_006893_01_01-1 / CP/ Livrable du mois de Novembre 2019,16 Day of Software Test Engineer / PAP's Contract TA_CTR_006893_01_01-1 / CP/ Livrable du mois de Décembre  2019",11440,EUR
4401,8000002501,11/15/19,Issued,Sent via Email,false,"1 Pair of PR CHAUSS SEC JALAS 6428 PRIMA S3 SR, 43",86.37,EUR
